AB,AC,AD,BC,BD,CD
0.4996210751703349,0.2000727956919653,3.3346070673238115,0.4010418850623251,6.670146941733338,16.64969147617497
0.509264144995637,0.19604262422960472,3.333801074496168,0.3862751891122769,6.555397208734497,17.04051043685641
0.5232625154616206,0.20199470131936015,3.3647847963614748,0.3870735572128688,6.469398127382139,16.618661251818114
0.512610211265851,0.1939719044988838,3.3181987641726303,0.37573469128896464,6.46588533219445,17.107838186886962
0.5195873885726342,0.19583417213395654,3.3369504467124704,0.37483290664068847,6.423894736688329,17.143698002418866
0.5201393430898559,0.19830669744537452,3.332786653773798,0.3825763735599054,6.397202092344996,16.710124727206672
0.5247886514033122,0.19640047265717822,3.311152074855438,0.3746797884966437,6.313825381224398,16.837593692719523
0.5221266384274058,0.19637959233976707,3.291846838217505,0.37551345767196376,6.302207251174295,16.795513435098602
0.5438704045028144,0.20154977614213251,3.4099436214560654,0.3735803000781866,6.298457252614588,16.855343838368587
0.5397904487031296,0.2029207460626736,3.339701408791846,0.3741240351944034,6.220157938051496,16.539626908837164
0.5385326725871924,0.20354183109002671,3.4288537142377056,0.3774021233784271,6.379896620948895,16.973150647495757
0.5387824555835274,0.20395655223033293,3.4420978634216888,0.37860065264147175,6.4074051737298445,16.948331955468277
0.5405941552215294,0.2051806076544664,3.5069435757324743,0.3784631927225089,6.435361671444221,17.009045414989753
0.5271816204227037,0.19976029834658263,3.415673034917729,0.3788498461759217,6.479169416634083,17.032106765567097
0.5254451494170133,0.1996970883556959,3.452376210627444,0.3786866424963888,6.574673717270952,17.288780781329233
0.5322483793333611,0.20114259984834382,3.460914462734849,0.3783651375459991,6.51796322524778,17.2568247222922
0.5265622023827906,0.19917125800771407,3.425699178206729,0.378167079194349,6.493512547341078,17.219832745533253
0.5163050112650954,0.1961847454881262,3.3319057540412946,0.379127319537259,6.463775751707774,16.913506840635566
0.5033138075002486,0.19193563657396273,3.2392809504700444,0.38306510743417393,6.429786499128225,16.85929446939376
0.5010355705624034,0.18845644524271002,3.224129223792773,0.3782755395578862,6.449418366267003,17.141063408415306
0.5015686384552178,0.1886892695033836,3.1485560180561944,0.3760632973148324,6.261869033332939,16.699940237088228
0.4973945849183222,0.1881963242102198,3.1270008122397375,0.37941420388241287,6.27819430758206,16.56109606278911
0.5009399224381615,0.18953070093062988,3.151845099180918,0.3791273618914393,6.295577698714377,16.658100100833167
0.5027088168563177,0.19446147068973316,3.258322568414358,0.3856705152301945,6.472414871555335,16.76448158877388
0.5198983631329332,0.19774563698301006,3.379301094193038,0.380276950404476,6.5333182523635625,17.150289954925917
0.5204786677544176,0.19836891815217292,3.4361880229344157,0.3815741885216773,6.61230036503452,17.34881714473288
0.5162285812826145,0.1975030187916871,3.4303313678912324,0.3823423692583003,6.671529814125197,17.299738522532724
0.5079583752271241,0.1974520071037437,3.439093557392711,0.3892260025678864,6.775739267069547,17.468023262934693
0.5011093480576116,0.1987031615060615,3.4472969649382135,0.397326480896437,6.851533741242639,17.238931919409882
0.49479319192456295,0.1972701118232647,3.3839483736706804,0.40097620755997215,6.855496310127988,17.142757170939245
0.49453285289284615,0.19682880377927417,3.3660458798768906,0.39814047839221894,6.809374289220282,17.175883378169203
0.4935777825506684,0.19722157584708225,3.450016070936629,0.3987916162794247,6.987799928985359,17.601681915984045
0.49349475479514826,0.1947633730663014,3.409277487873342,0.39427240584864265,6.907437684489462,17.511517686561188
0.4984141094313006,0.1984271194427013,3.4641809889656403,0.39770934969372346,6.935145839840629,17.44411315980043
0.48354199322764646,0.19472432877661486,3.4529256803013366,0.40334788268373667,7.15632347581127,17.725461811340818
0.48844724637632103,0.1967344814613343,3.4210082174095238,0.4021836546244871,7.048962746369139,17.42312856053126
0.4839838931095055,0.19590630116242114,3.4031863801663698,0.40436398562799664,7.004975073668501,17.35163977975342
0.4761311995266396,0.196443237704416,3.446081974811402,0.4119748711826563,7.226253291982195,17.518908825981608
0.47857099013392895,0.19459818168025694,3.4367833797666174,0.4063719429989553,7.172253222370761,17.631849496431624
0.47942716069506425,0.19344268351971247,3.400078787110496,0.4047228805495463,7.1368814468585375,17.558769044809505
0.47822477541998004,0.19044933947962955,3.378582136044048,0.3991661815437877,7.110820325688729,17.842758592009407
0.47502820399104506,0.19020488201141736,3.3627930392426117,0.39971450260778224,7.090277494563412,17.728590374856534
0.46653467481208477,0.1867118909367475,3.277243938112257,0.3988723468820689,7.001615467811691,17.582450185062733
0.4539182011867757,0.18595144416975398,3.235424461117724,0.4077328196548095,7.117761400292013,17.406200120166748
0.4587534720364085,0.18278411574203177,3.1983925129494613,0.3965882283880884,6.9316749915099685,17.50908351424284
0.4588719988594088,0.1827849692720811,3.2020545608124324,0.39677090142730126,6.971685603950619,17.56375212438685
0.4537781123717306,0.18207077537535665,3.209881285263106,0.3999075630644092,7.052914274957221,17.62140531774786
0.457168974174894,0.18349453405020813,3.306938431549675,0.40406767459779047,7.263736861265514,18.070302780146385
0.4682778453935061,0.18760734177220212,3.316869115492167,0.3996915534891188,7.084335469663772,17.776267359071042
0.46166986774556296,0.19162599946188974,3.4297879495024466,0.41562417919618255,7.412952748269504,17.803498402972494
0.4621894645680062,0.19558880004268683,3.45619355202067,0.4222552700868169,7.4656370400576515,17.594753712848302
0.47254180094187864,0.1925617531595282,3.434741766022464,0.40752417547731346,7.262235528978589,17.91146516624241
0.4755242839538649,0.1977133399289923,3.5062413122263156,0.41760847896850806,7.377356678601113,17.712671398265474
0.4902624080958465,0.20384637576039402,3.6071287359930544,0.4140653659569755,7.346466936238422,17.701746590080244
0.4869869929849856,0.20339020906593405,3.5840385093466427,0.41509647268121547,7.314295810321731,17.650525180906207
0.48808951544277207,0.2030358815264754,3.6047566213665863,0.4150783596207147,7.3180222569583675,17.747046266578344
0.4786470853919644,0.20254257709430445,3.516573220321872,0.4212655233180485,7.393078514627927,17.437141835083168
0.4820543177393073,0.2034686609540557,3.5403975942921564,0.42350067903415745,7.357415327690416,17.407401090144756
0.4818966674641512,0.20062868296088535,3.542189147408184,0.41519842060226536,7.346930011382831,17.653647466876226
0.480964524046084,0.19983665402193068,3.4887322087099424,0.41494905407114174,7.224660845605856,17.491683188293244
0.48229571254044046,0.20047403424214014,3.4889726144963236,0.4134456379230474,7.228978279156535,17.446595045539393
0.49889319356788425,0.19890035556263697,3.463867202675422,0.3989454807905666,6.964226892043599,17.320113089504492
